wastewater_treatment_plant.name,target,collection_date,wastewater_treatment_plant.ara_id,assay,lod,load,load_median
ARA Altenrhein,IAV-M,2024-01-13,323700,RESPV6,6000,15370373,17472706
ARA Altenrhein,IAV-M,2024-01-14,323700,RESPV6,6000,17472706,16421539.5
ARA Altenrhein,IAV-M,2024-01-15,NA,NA,NA,NA,15370373
ARA Altenrhein,IAV-M,2024-01-16,NA,NA,NA,NA,16421539.5
ARA Altenrhein,IAV-M,2024-01-17,323700,RESPV6,6000,13471678,15618702
ARA Altenrhein,IAV-M,2024-01-18,NA,NA,NA,NA,17009675
ARA Altenrhein,IAV-M,2024-01-19,323700,RESPV6,6000,24370152,20254652
ARA Altenrhein,IAV-M,2024-01-20,323700,RESPV6,6000,13764698,17009675
ARA Altenrhein,IAV-M,2024-01-21,323700,RESPV6,6000,20254652,20254652
ARA Altenrhein,IAV-M,2024-01-22,323700,RESPV6,6000,52925648,22312402
ARA Altenrhein,IAV-M,2024-01-23,323700,RESPV6,6000,11226377,20254652
ARA Altenrhein,IAV-M,2024-01-24,NA,NA,NA,NA,20254652
ARA Altenrhein,IAV-M,2024-01-25,323700,RESPV6,6000,35346584,14601897
ARA Altenrhein,IAV-M,2024-01-26,NA,NA,NA,NA,14601897
ARA Altenrhein,IAV-M,2024-01-27,323700,RESPV6,6000,14601897,20257780.5
ARA Altenrhein,IAV-M,2024-01-28,323700,RESPV6,6000,9205431,18705614
ARA Altenrhein,IAV-M,2024-01-29,323700,RESPV6,6000,25913664,16653755.5
ARA Altenrhein,IAV-M,2024-01-30,NA,NA,NA,NA,17851510
ARA Altenrhein,IAV-M,2024-01-31,323700,RESPV6,6000,18705614,17851510
ARA Altenrhein,IAV-M,2024-02-01,NA,NA,NA,NA,17851510
ARA Altenrhein,IAV-M,2024-02-02,323700,RESPV6,6000,17851510,17851510
ARA Altenrhein,IAV-M,2024-02-03,323700,RESPV6,6000,16616547,17292636.5
ARA Altenrhein,IAV-M,2024-02-04,323700,RESPV6,6000,16733763,16733763
ARA Altenrhein,IAV-M,2024-02-05,323700,RESPV6,6000,23412296,17292636.5
ARA Altenrhein,IAV-M,2024-02-06,323700,RESPV6,6000,15945120,16733763
ARA Altenrhein,IAV-M,2024-02-07,NA,NA,NA,NA,16733763
ARA Altenrhein,IAV-M,2024-02-08,323700,RESPV6,6000,25907896,21571588
ARA Altenrhein,IAV-M,2024-02-09,NA,NA,NA,NA,15945120
ARA Altenrhein,IAV-M,2024-02-10,323700,RESPV6,6000,8953738,18263854
ARA Altenrhein,IAV-M,2024-02-11,323700,RESPV6,6000,21571588,14956120
ARA Altenrhein,IAV-M,2024-02-12,323700,RESPV6,6000,14956120,14715951
ARA Altenrhein,IAV-M,2024-02-13,NA,NA,NA,NA,14475782
ARA Altenrhein,IAV-M,2024-02-14,323700,RESPV6,6000,14475782,14956120
ARA Altenrhein,IAV-M,2024-02-15,NA,NA,NA,NA,14956120
ARA Altenrhein,IAV-M,2024-02-16,323700,RESPV6,6000,13577427,20923062
ARA Altenrhein,IAV-M,2024-02-17,323700,RESPV6,6000,30127754,17699422
ARA Altenrhein,IAV-M,2024-02-18,323700,RESPV6,6000,20923062,20923062
ARA Altenrhein,IAV-M,2024-02-19,323700,RESPV6,6000,40730944,18443884.5
ARA Altenrhein,IAV-M,2024-02-20,323700,RESPV6,6000,6107862,20923062
ARA Altenrhein,IAV-M,2024-02-21,NA,NA,NA,NA,15964707
ARA Altenrhein,IAV-M,2024-02-22,323700,RESPV6,6000,15964707,10146771
ARA Altenrhein,IAV-M,2024-02-23,NA,NA,NA,NA,6107862
ARA Altenrhein,IAV-M,2024-02-24,323700,RESPV6,6000,10146771,8050527.5
ARA Altenrhein,IAV-M,2024-02-25,323700,RESPV6,6000,5052267.5,7001752.5
ARA Altenrhein,IAV-M,2024-02-26,323700,RESPV6,6000,5954284,6478018.25
ARA Altenrhein,IAV-M,2024-02-27,NA,NA,NA,NA,5954284
ARA Altenrhein,IAV-M,2024-02-28,323700,RESPV6,6000,7001752.5,5206928.5
ARA Altenrhein,IAV-M,2024-02-29,NA,NA,NA,NA,5206928.5
ARA Altenrhein,IAV-M,2024-03-01,323700,RESPV6,6000,5206928.5,4061322.2
ARA Altenrhein,IAV-M,2024-03-02,323700,RESPV6,6000,796532.3,3332629.5
ARA Altenrhein,IAV-M,2024-03-03,323700,RESPV6,6000,4061322.2,2603936.8
ARA Altenrhein,IAV-M,2024-03-04,323700,RESPV6,6000,2603936.8,3332629.5
ARA Altenrhein,IAV-M,2024-03-05,323700,RESPV6,6000,2046932.4,2603936.8
ARA Altenrhein,IAV-M,2024-03-06,NA,NA,NA,NA,2603936.8
ARA Altenrhein,IAV-M,2024-03-07,323700,RESPV6,6000,4807577,2046932.4
ARA Altenrhein,IAV-M,2024-03-08,NA,NA,NA,NA,2046932.4
ARA Altenrhein,IAV-M,2024-03-09,323700,RESPV6,6000,0,2042776.6
ARA Altenrhein,IAV-M,2024-03-10,323700,RESPV6,6000,1321477.2,2764076
ARA Altenrhein,IAV-M,2024-03-11,323700,RESPV6,6000,2764076,2042776.6
ARA Altenrhein,IAV-M,2024-03-12,NA,NA,NA,NA,2477395
ARA Altenrhein,IAV-M,2024-03-13,323700,RESPV6,6000,4294373.5,2477395
ARA Altenrhein,IAV-M,2024-03-14,NA,NA,NA,NA,2677941.8
ARA Altenrhein,IAV-M,2024-03-15,323700,RESPV6,6000,2477395,2677941.8
ARA Altenrhein,IAV-M,2024-03-16,323700,RESPV6,6000,1230400.5,2577668.4
ARA Altenrhein,IAV-M,2024-03-17,323700,RESPV6,6000,2677941.8,2477395
ARA Altenrhein,IAV-M,2024-03-18,323700,RESPV6,6000,2947302.5,2165244
ARA Altenrhein,IAV-M,2024-03-19,323700,RESPV6,6000,615300.06,1853093
ARA Altenrhein,IAV-M,2024-03-20,NA,NA,NA,NA,2677941.8
ARA Altenrhein,IAV-M,2024-03-21,323700,RESPV6,6000,1853093,2497331
ARA Altenrhein,IAV-M,2024-03-22,NA,NA,NA,NA,1853093
ARA Altenrhein,IAV-M,2024-03-23,323700,RESPV6,6000,3088085.8,2175212
ARA Altenrhein,IAV-M,2024-03-24,323700,RESPV6,6000,2497331,2387689.5
ARA Altenrhein,IAV-M,2024-03-25,323700,RESPV6,6000,916053.06,2442510.25
ARA Altenrhein,IAV-M,2024-03-26,NA,NA,NA,NA,2387689.5
ARA Altenrhein,IAV-M,2024-03-27,323700,RESPV6,6000,2387689.5,2007871
ARA Altenrhein,IAV-M,2024-03-28,NA,NA,NA,NA,2007871
ARA Altenrhein,IAV-M,2024-03-29,323700,RESPV6,6000,2007871,2007871
ARA Altenrhein,IAV-M,2024-03-30,323700,RESPV6,6000,45005.137,1181590.8
ARA Altenrhein,IAV-M,2024-03-31,323700,RESPV6,6000,2329427.8,355310.6
ARA Altenrhein,IAV-M,2024-04-01,323700,RESPV6,6000,0,1181590.8
ARA Altenrhein,IAV-M,2024-04-02,323700,RESPV6,6000,355310.6,355310.6
ARA Altenrhein,IAV-M,2024-04-03,NA,NA,NA,NA,355310.6
ARA Altenrhein,IAV-M,2024-04-04,323700,RESPV6,6000,2346436.8,355310.6
ARA Altenrhein,IAV-M,2024-04-05,NA,NA,NA,NA,688717.9
ARA Altenrhein,IAV-M,2024-04-06,323700,RESPV6,6000,327680.34,826998.05
ARA Altenrhein,IAV-M,2024-04-07,323700,RESPV6,6000,965278.2,688717.9
ARA Altenrhein,IAV-M,2024-04-08,323700,RESPV6,6000,688717.9,572476.62
ARA Altenrhein,IAV-M,2024-04-09,NA,NA,NA,NA,456235.34
ARA Altenrhein,IAV-M,2024-04-10,323700,RESPV6,6000,456235.34,456235.34
ARA Altenrhein,IAV-M,2024-04-11,NA,NA,NA,NA,194135.73
ARA Altenrhein,IAV-M,2024-04-12,323700,RESPV6,6000,194135.73,194135.73
ARA Altenrhein,IAV-M,2024-04-13,323700,RESPV6,6000,0,325185.53500000003
ARA Altenrhein,IAV-M,2024-04-14,323700,RESPV6,6000,0,194135.73
ARA Altenrhein,IAV-M,2024-04-15,323700,RESPV6,6000,1321732,539947.115
ARA Altenrhein,IAV-M,2024-04-16,323700,RESPV6,6000,1541381.1,885758.5
ARA Altenrhein,IAV-M,2024-04-17,NA,NA,NA,NA,885758.5
ARA Altenrhein,IAV-M,2024-04-18,323700,RESPV6,6000,885758.5,885758.5
ARA Altenrhein,IAV-M,2024-04-19,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-04-20,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-04-21,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-04-22,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-04-23,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-04-24,323700,RESPV6,6000,937580.3,0
ARA Altenrhein,IAV-M,2024-04-25,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-04-26,323700,RESPV6,6000,0,366997.78
ARA Altenrhein,IAV-M,2024-04-27,323700,RESPV6,6000,0,437776.97
ARA Altenrhein,IAV-M,2024-04-28,323700,RESPV6,6000,366997.78,366997.78
ARA Altenrhein,IAV-M,2024-04-29,323700,RESPV6,6000,1119507.4,183498.89
ARA Altenrhein,IAV-M,2024-04-30,323700,RESPV6,6000,508556.16,366997.78
ARA Altenrhein,IAV-M,2024-05-01,NA,NA,NA,NA,378364.34
ARA Altenrhein,IAV-M,2024-05-02,323700,RESPV6,6000,0,389878.12
ARA Altenrhein,IAV-M,2024-05-03,NA,NA,NA,NA,378364.34
ARA Altenrhein,IAV-M,2024-05-04,323700,RESPV6,6000,378364.34,189182.17
ARA Altenrhein,IAV-M,2024-05-05,323700,RESPV6,6000,389878.12,378364.34
ARA Altenrhein,IAV-M,2024-05-06,323700,RESPV6,6000,0,384121.23
ARA Altenrhein,IAV-M,2024-05-07,NA,NA,NA,NA,378364.34
ARA Altenrhein,IAV-M,2024-05-08,323700,RESPV6,6000,2864664.2,332696.47
ARA Altenrhein,IAV-M,2024-05-09,NA,NA,NA,NA,288040.47
ARA Altenrhein,IAV-M,2024-05-10,323700,RESPV6,6000,332696.47,288040.47
ARA Altenrhein,IAV-M,2024-05-11,323700,RESPV6,6000,0,144020.235
ARA Altenrhein,IAV-M,2024-05-12,323700,RESPV6,6000,288040.47,0
ARA Altenrhein,IAV-M,2024-05-13,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-05-14,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-05-15,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-05-16,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-05-17,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-05-18,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-05-19,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-05-20,323700,RESPV6,6000,1004006.06,0
ARA Altenrhein,IAV-M,2024-05-21,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-05-22,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-05-23,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-05-24,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-05-25,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-05-26,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-05-27,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-05-28,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-05-29,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-05-30,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-05-31,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-06-01,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-06-02,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-06-03,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-06-04,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-06-05,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-06-06,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-06-07,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-06-08,323700,RESPV6,6000,1991520.2,0
ARA Altenrhein,IAV-M,2024-06-09,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-06-10,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-06-11,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-06-12,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-06-13,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-06-14,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-06-15,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-06-16,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-06-17,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-06-18,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-06-19,323700,RESPV6,6000,496548.06,248274.03
ARA Altenrhein,IAV-M,2024-06-20,NA,NA,NA,NA,755133.78
ARA Altenrhein,IAV-M,2024-06-21,NA,NA,NA,NA,1111933.65
ARA Altenrhein,IAV-M,2024-06-22,323700,RESPV6,6000,1013719.5,1111933.65
ARA Altenrhein,IAV-M,2024-06-23,323700,RESPV6,6000,1285115.9,1210147.8
ARA Altenrhein,IAV-M,2024-06-24,323700,RESPV6,6000,1210147.8,1247631.85
ARA Altenrhein,IAV-M,2024-06-25,NA,NA,NA,NA,1247631.85
ARA Altenrhein,IAV-M,2024-06-26,NA,NA,NA,NA,1416267.45
ARA Altenrhein,IAV-M,2024-06-27,323700,RESPV6,6000,6537251.5,1378783.4
ARA Altenrhein,IAV-M,2024-06-28,NA,NA,NA,NA,1295032.28
ARA Altenrhein,IAV-M,2024-06-29,323700,RESPV6,6000,1547419,1295032.28
ARA Altenrhein,IAV-M,2024-06-30,323700,RESPV6,6000,0,1295032.28
ARA Altenrhein,IAV-M,2024-07-01,323700,RESPV6,6000,1042645.56,1042645.56
ARA Altenrhein,IAV-M,2024-07-02,NA,NA,NA,NA,637826.645
ARA Altenrhein,IAV-M,2024-07-03,NA,NA,NA,NA,456050.08499999996
ARA Altenrhein,IAV-M,2024-07-04,NA,NA,NA,NA,737775.595
ARA Altenrhein,IAV-M,2024-07-05,323700,RESPV6,6000,233007.73,456050.08499999996
ARA Altenrhein,IAV-M,2024-07-06,323700,RESPV6,6000,679092.44,233007.73
ARA Altenrhein,IAV-M,2024-07-07,323700,RESPV6,6000,796458.75,233007.73
ARA Altenrhein,IAV-M,2024-07-08,323700,RESPV6,6000,0,233007.73
ARA Altenrhein,IAV-M,2024-07-09,323700,RESPV6,6000,0,339546.22
ARA Altenrhein,IAV-M,2024-07-10,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-07-11,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-07-12,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-07-13,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-07-14,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-07-15,323700,RESPV6,6000,1607987.9,0
ARA Altenrhein,IAV-M,2024-07-16,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-07-17,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-07-18,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-07-19,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-07-20,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-07-21,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-07-22,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-07-23,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-07-24,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-07-25,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-07-26,NA,NA,NA,NA,NA
ARA Altenrhein,IAV-M,2024-07-27,NA,NA,NA,NA,NA
ARA Altenrhein,IAV-M,2024-07-28,NA,NA,NA,NA,NA
ARA Altenrhein,IAV-M,2024-07-29,NA,NA,NA,NA,NA
ARA Altenrhein,IAV-M,2024-07-30,NA,NA,NA,NA,NA
ARA Altenrhein,IAV-M,2024-07-31,NA,NA,NA,NA,NA
ARA Altenrhein,IAV-M,2024-08-01,NA,NA,NA,NA,NA
ARA Altenrhein,IAV-M,2024-08-02,NA,NA,NA,NA,NA
ARA Altenrhein,IAV-M,2024-08-03,NA,NA,NA,NA,951505.8
ARA Altenrhein,IAV-M,2024-08-04,NA,NA,NA,NA,951505.8
ARA Altenrhein,IAV-M,2024-08-05,NA,NA,NA,NA,951505.8
ARA Altenrhein,IAV-M,2024-08-06,323700,RESPV6,6000,951505.8,951505.8
ARA Altenrhein,IAV-M,2024-08-07,NA,NA,NA,NA,1042706.4500000001
ARA Altenrhein,IAV-M,2024-08-08,NA,NA,NA,NA,951505.8
ARA Altenrhein,IAV-M,2024-08-09,NA,NA,NA,NA,887496.18
ARA Altenrhein,IAV-M,2024-08-10,323700,RESPV6,6000,1133907.1,823486.56
ARA Altenrhein,IAV-M,2024-08-11,323700,RESPV6,6000,823486.56,594086.9500000001
ARA Altenrhein,IAV-M,2024-08-12,323700,RESPV6,6000,331251.28,594086.9500000001
ARA Altenrhein,IAV-M,2024-08-13,NA,NA,NA,NA,594086.9500000001
ARA Altenrhein,IAV-M,2024-08-14,323700,RESPV6,6000,364687.34,347969.31000000006
ARA Altenrhein,IAV-M,2024-08-15,NA,NA,NA,NA,165625.64
ARA Altenrhein,IAV-M,2024-08-16,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-08-17,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-08-18,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-08-19,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-08-20,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-08-21,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-08-22,323700,RESPV6,6000,329651.72,164825.86
ARA Altenrhein,IAV-M,2024-08-23,NA,NA,NA,NA,459449.95999999996
ARA Altenrhein,IAV-M,2024-08-24,323700,RESPV6,6000,0,459449.95999999996
ARA Altenrhein,IAV-M,2024-08-25,323700,RESPV6,6000,772912.06,459449.95999999996
ARA Altenrhein,IAV-M,2024-08-26,323700,RESPV6,6000,589248.2,589248.2
ARA Altenrhein,IAV-M,2024-08-27,NA,NA,NA,NA,681080.13
ARA Altenrhein,IAV-M,2024-08-28,NA,NA,NA,NA,875822.13
ARA Altenrhein,IAV-M,2024-08-29,NA,NA,NA,NA,783990.2
ARA Altenrhein,IAV-M,2024-08-30,323700,RESPV6,6000,1736305.2,634461.95
ARA Altenrhein,IAV-M,2024-08-31,323700,RESPV6,6000,978732.2,290191.7
ARA Altenrhein,IAV-M,2024-09-01,323700,RESPV6,6000,0,290191.7
ARA Altenrhein,IAV-M,2024-09-02,323700,RESPV6,6000,290191.7,290191.7
ARA Altenrhein,IAV-M,2024-09-03,323700,RESPV6,6000,0,145095.85
ARA Altenrhein,IAV-M,2024-09-04,NA,NA,NA,NA,145095.85
ARA Altenrhein,IAV-M,2024-09-05,NA,NA,NA,NA,145095.85
ARA Altenrhein,IAV-M,2024-09-06,NA,NA,NA,NA,148343.78
ARA Altenrhein,IAV-M,2024-09-07,323700,RESPV6,6000,296687.56,296687.56
ARA Altenrhein,IAV-M,2024-09-08,323700,RESPV6,6000,0,548599.98
ARA Altenrhein,IAV-M,2024-09-09,323700,RESPV6,6000,800512.4,548599.98
ARA Altenrhein,IAV-M,2024-09-10,NA,NA,NA,NA,548599.98
ARA Altenrhein,IAV-M,2024-09-11,323700,RESPV6,6000,851999.7,826256.05
ARA Altenrhein,IAV-M,2024-09-12,NA,NA,NA,NA,826256.05
ARA Altenrhein,IAV-M,2024-09-13,NA,NA,NA,NA,834467.63
ARA Altenrhein,IAV-M,2024-09-14,323700,RESPV6,6000,1717694.9,834467.63
ARA Altenrhein,IAV-M,2024-09-15,323700,RESPV6,6000,476672.16,816935.56
ARA Altenrhein,IAV-M,2024-09-16,323700,RESPV6,6000,816935.56,646803.86
ARA Altenrhein,IAV-M,2024-09-17,NA,NA,NA,NA,646803.86
ARA Altenrhein,IAV-M,2024-09-18,NA,NA,NA,NA,442725.93999999994
ARA Altenrhein,IAV-M,2024-09-19,323700,RESPV6,6000,408779.72,204389.86
ARA Altenrhein,IAV-M,2024-09-20,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-09-21,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-09-22,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-09-23,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-09-24,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-09-25,NA,NA,NA,NA,513179.22
ARA Altenrhein,IAV-M,2024-09-26,NA,NA,NA,NA,761882.89
ARA Altenrhein,IAV-M,2024-09-27,323700,RESPV6,6000,3309595.5,761882.89
ARA Altenrhein,IAV-M,2024-09-28,323700,RESPV6,6000,1026358.44,497407.34
ARA Altenrhein,IAV-M,2024-09-29,323700,RESPV6,6000,497407.34,497407.34
ARA Altenrhein,IAV-M,2024-09-30,323700,RESPV6,6000,384024.12,497407.34
ARA Altenrhein,IAV-M,2024-10-01,323700,RESPV6,6000,0,440715.73
ARA Altenrhein,IAV-M,2024-10-02,NA,NA,NA,NA,192012.06
ARA Altenrhein,IAV-M,2024-10-03,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-10-04,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-10-05,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-10-06,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-10-07,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-10-08,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-10-09,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-10-10,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-10-11,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-10-12,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-10-13,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-10-14,323700,RESPV6,6000,1425797.2,161414.1
ARA Altenrhein,IAV-M,2024-10-15,NA,NA,NA,NA,161414.1
ARA Altenrhein,IAV-M,2024-10-16,NA,NA,NA,NA,161414.1
ARA Altenrhein,IAV-M,2024-10-17,323700,RESPV6,6000,322828.2,451755.975
ARA Altenrhein,IAV-M,2024-10-18,NA,NA,NA,NA,161414.1
ARA Altenrhein,IAV-M,2024-10-19,323700,RESPV6,6000,0,161414.1
ARA Altenrhein,IAV-M,2024-10-20,323700,RESPV6,6000,580683.75,161414.1
ARA Altenrhein,IAV-M,2024-10-21,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-10-22,NA,NA,NA,NA,212637.31
ARA Altenrhein,IAV-M,2024-10-23,NA,NA,NA,NA,212637.31
ARA Altenrhein,IAV-M,2024-10-24,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-10-25,323700,RESPV6,6000,425274.62,0
ARA Altenrhein,IAV-M,2024-10-26,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-10-27,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-10-28,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-10-29,323700,RESPV6,6000,354618.12,0
ARA Altenrhein,IAV-M,2024-10-30,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-10-31,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-01,NA,NA,NA,NA,176293.5
ARA Altenrhein,IAV-M,2024-11-02,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-03,323700,RESPV6,6000,0,176293.5
ARA Altenrhein,IAV-M,2024-11-04,323700,RESPV6,6000,352587,176293.5
ARA Altenrhein,IAV-M,2024-11-05,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-06,323700,RESPV6,6000,370190.97,176293.5
ARA Altenrhein,IAV-M,2024-11-07,NA,NA,NA,NA,176293.5
ARA Altenrhein,IAV-M,2024-11-08,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-09,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-10,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-11,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-12,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-13,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-14,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-15,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-16,323700,RESPV6,6000,296574.3,0
ARA Altenrhein,IAV-M,2024-11-17,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-18,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-19,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-20,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-21,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-22,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-23,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-24,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-25,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-26,323700,RESPV6,6000,0,0
ARA Altenrhein,IAV-M,2024-11-27,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-28,NA,NA,NA,NA,0
ARA Altenrhein,IAV-M,2024-11-29,NA,NA,NA,NA,314304.9
ARA Altenrhein,IAV-M,2024-11-30,323700,RESPV6,6000,0,628609.8
ARA Altenrhein,IAV-M,2024-12-01,323700,RESPV6,6000,1937941.4,743422
ARA Altenrhein,IAV-M,2024-12-02,323700,RESPV6,6000,628609.8,743422
ARA Altenrhein,IAV-M,2024-12-03,NA,NA,NA,NA,743422
ARA Altenrhein,IAV-M,2024-12-04,323700,RESPV6,6000,858234.2,743422
ARA Altenrhein,IAV-M,2024-12-05,NA,NA,NA,NA,643277.75
ARA Altenrhein,IAV-M,2024-12-06,NA,NA,NA,NA,758089.95
ARA Altenrhein,IAV-M,2024-12-07,323700,RESPV6,6000,0,758089.95
ARA Altenrhein,IAV-M,2024-12-08,323700,RESPV6,6000,657945.7,657945.7
ARA Altenrhein,IAV-M,2024-12-09,323700,RESPV6,6000,2462087.5,1167182.4
ARA Altenrhein,IAV-M,2024-12-10,NA,NA,NA,NA,1167182.4
ARA Altenrhein,IAV-M,2024-12-11,NA,NA,NA,NA,2069253.3
ARA Altenrhein,IAV-M,2024-12-12,323700,RESPV6,6000,1676419.1,2129830.35
ARA Altenrhein,IAV-M,2024-12-13,NA,NA,NA,NA,1736996.15
ARA Altenrhein,IAV-M,2024-12-14,323700,RESPV6,6000,3693672.5,1736996.15
